prohibited_ingredient_list_final
Name;Name;Product type, body parts;Maximum Threshold
Trioxysalen;Trioxysalen;Sun protection products and bronzing products;1 mg/kg
Furocoumarines;Furocoumarines;Sun protection products and bronzing products;1 mg/kg
8-Methoxypsoralen;8-Methoxypsoralen;Sun protection products and bronzing products;1 mg/kg
5-Methoxypsoralen;5-Methoxypsoralen;Sun protection products and bronzing products;1 mg/kg
Safrole;Safrole;Products for dental and oral hygiene;50 ppm
Boric acid, lithium salt;Borates;All cosmetic products;0%
N,N-dimethylanilinium tetrakis(pentafluorophenyl)borate;Borates;All cosmetic products;0%
Tris(4,7-diphenyl-1,10-phenanthroline-N1,N10)nickel(2+) bis[tetrafluoroborate(1-)];Borates;All cosmetic products;0%
Tris(2-ethylhexyl) orthoborate;Borates;All cosmetic products;0%
Hydrogen bis[2,2-dimethylpropane-1,3-diolato(2-)-O,O']borate(1-), compound with 2,2'-iminodiethanol (1:1);Borates;All cosmetic products;0%
Benzenediazonium, 2,5-dimethoxy-4-(1-pyrrolidinyl)-, tetrafluoroborate(1-) (1:1);Borates;All cosmetic products;0%
Trioctyl borate;Borates;All cosmetic products;0%
(2-hydroxyethyl)ammonium dihydrogen orthoborate;Borates;All cosmetic products;0%
Lithium hydrotriisobutylborate(1-);Borates;All cosmetic products;0%
Orthoboric acid, sodium salt;Borates;All cosmetic products;0%
Orthoboric acid, compound with 2,2'-iminodiethanol;Borates;All cosmetic products;0%
Sodium tetrahydroborate;Borates;All cosmetic products;0%
Lithium tetraphenylborate(1-);Borates;All cosmetic products;0%
Hydrogen bis[hexane-1,6-diolato(2-)-O,O']borate(1-), compound with 2,2'-iminodiethanol (1:1);Borates;All cosmetic products;0%
3-chloro-4-(1-pyrrolidinyl)benzenediazonium tetrafluoroborate;Borates;All cosmetic products;0%
Bithionol;Bithionol;All cosmetic products;0%
Bisphenol A;Bisphenol A;All cosmetic products;0%
Bis(hydroxylammonium) sulfate;Bis(hydroxylammonium) sulfate;All cosmetic products;0%
Bis(D-gluconato-O1,O2)nickel;Bis(D-gluconato-O1,O2)nickel;All cosmetic products;0%
bis(Cyclopentadienyl)-bis(2,6-difluoro-3-(pyrrol-1-yl)-phenyl)titanium;bis(Cyclopentadienyl)-bis(2,6-difluoro-3-(pyrrol-1-yl)-phenyl)titanium;All cosmetic products;0%
Bis(8-hydroxyquinolinium) sulphate;Bis(8-hydroxyquinolinium) sulphate;All cosmetic products;0%
bis(2-Methoxyethyl) phthalate;bis(2-Methoxyethyl) phthalate;All cosmetic products;0%
bis(2-Methoxyethyl) ether;bis(2-Methoxyethyl) ether;All cosmetic products;0%
bis(2-Ethylhexyl) phthalate;bis(2-Ethylhexyl) phthalate;All cosmetic products;0%
bis(2-Chloroethyl) ether;bis(2-Chloroethyl) ether;All cosmetic products;0%
Biphenyl-4-ylamine;Biphenyl-4-ylamine;All cosmetic products;0%
Biphenyl-3,3',4,4'-tetrayltetraamine;"Biphenyl-3,3&#39;,4,4&#39;-tetrayltetraamine";All cosmetic products;0%
Biphenyl-2-ylamine;Biphenyl-2-ylamine;All cosmetic products;0%
Binapacryl;Binapacryl;All cosmetic products;0%
Bifenthrin (ISO);Bifenthrin (ISO);All cosmetic products;0%
Bietamiverine;Bietamiverine;All cosmetic products;0%
Betoxycaine;Betoxycaine;All cosmetic products;0%
Beryllium and its compounds;Beryllium and its compounds;All cosmetic products;0%
Benzyl butyl phthalate;Benzyl butyl phthalate;All cosmetic products;0%
Benzyl 4-hydroxybenzoate;Benzyl 4-hydroxybenzoate;All cosmetic products;0%
Benzyl 2,4-dibromobutanoate;Benzyl 2,4-dibromobutanoate;All cosmetic products;0%
Benzodiazepines;Benzodiazepines;All cosmetic products;0%
Benzoates of 4-hydroxy-3-methoxycinnamyl alcohol;Benzoates of 4-hydroxy-3-methoxycinnamyl alcohol;All cosmetic products;0%
Benzo[rst]pentaphene;Benzo[rst]pentaphene;All cosmetic products;0%
Benzo[j]fluoranthene;Benzo[j]fluoranthene;All cosmetic products;0%
Benzo[e]pyrene;Benzo[e]pyrene;All cosmetic products;0%
Benzo[def]chrysene;Benzo[def]chrysene;All cosmetic products;0%
Benzo(k)fluoranthene;Benzo(k)fluoranthene;All cosmetic products;0%
Benzimidazol-2(3H)-one;Benzimidazol-2(3H)-one;All cosmetic products;0%
Benzilonium bromide;Benzilonium bromide;All cosmetic products;0%
Benzidine sulphate;Benzidine sulphate;All cosmetic products;0%
Benzidine dihydrochloride;Benzidine dihydrochloride;All cosmetic products;0%
Benzidine based azo dyes;Benzidine based azo dyes;All cosmetic products;0%
Benzidine acetate;Benzidine acetate;All cosmetic products;0%
Benzidine;Benzidine;All cosmetic products;0%
Benzene;Benzene;All cosmetic products;0%
Benzazepines;Benzazepines;All cosmetic products;0%
Benzatropine;Benzatropine;All cosmetic products;0%
Benz[a]anthracene;Benz[a]anthracene;All cosmetic products;0%
Benz(e)acephenanthrylene;Benz(e)acephenanthrylene;All cosmetic products;0%
Benomyl;Benomyl;All cosmetic products;0%
Benfuracarb (ISO);Benfuracarb (ISO);All cosmetic products;0%
Bendroflumethiazide;Bendroflumethiazide;All cosmetic products;0%
Benactyzine;Benactyzine;All cosmetic products;0%
Bemegride;Bemegride;All cosmetic products;0%
Barium salts;Barium salts;All cosmetic products;0%
Barbiturates;Barbiturates;All cosmetic products;0%
Azobenzene;Azobenzene;All cosmetic products;0%
Aziridine;Aziridine;All cosmetic products;0%
Azamethonium bromide;Azamethonium bromide;All cosmetic products;0%
Azafenidin;Azafenidin;All cosmetic products;0%
Azacyclonol;Azacyclonol;All cosmetic products;0%
Avermectin B1a;Avermectin B1a;All cosmetic products;0%
Atropine;Atropine;All cosmetic products;0%
Atropa belladonna L. and its preparations;Atropa belladonna L. and its preparations;All cosmetic products;0%
Asbestos;Asbestos;All cosmetic products;0%
Arsenic and its compounds;Arsenic and its compounds;All cosmetic products;0%
Aromatic hydrocarbons, C9-12, benzene distn.;Aromatic hydrocarbons, C9-12, benzene distn.;All cosmetic products;0%
Aromatic hydrocarbons, C8-9, hydrocarbon resin polymn. by-product;Aromatic hydrocarbons, C8-9, hydrocarbon resin polymn. by-product;All cosmetic products;0%
Aromatic hydrocarbons, C8-10;Aromatic hydrocarbons, C8-10;All cosmetic products;0%
Aromatic hydrocarbons, C8, catalytic reforming-derived;Aromatic hydrocarbons, C8, catalytic reforming-derived;All cosmetic products;0%
Aromatic hydrocarbons, C8;Aromatic hydrocarbons, C8;All cosmetic products;0%
Aromatic hydrocarbons, C7-8, dealkylation products, distn. residues;Aromatic hydrocarbons, C7-8, dealkylation products, distn. residues;All cosmetic products;0%
Aromatic hydrocarbons, C7-12, C8-rich;Aromatic hydrocarbons, C7-12, C8-rich;All cosmetic products;0%
Aromatic hydrocarbons, C6-8, naphtha-raffinate pyrolyzate-derived;Aromatic hydrocarbons, C6-8, naphtha-raffinate pyrolyzate-derived;All cosmetic products;0%
Aromatic hydrocarbons, C6-10, acid-treated, neutralized;Aromatic hydrocarbons, C6-10, acid-treated, neutralized;All cosmetic products;0%
Aromatic hydrocarbons, C20-28, polycyclic, mixed coal-tar pitch-polystyrene pyrolysis-derived;Aromatic hydrocarbons, C20-28, polycyclic, mixed coal-tar pitch-polystyrene pyrolysis-derived;All cosmetic products;0%
Aromatic hydrocarbons, C20-28, polycyclic, mixed coal-tar pitch-polyethylene pyrolysis-derived;Aromatic hydrocarbons, C20-28, polycyclic, mixed coal-tar pitch-polyethylene pyrolysis-derived;All cosmetic products;0%
Aromatic hydrocarbons, C20-28, polycyclic, mixed coal-tar pitch-polyethylene polypropylene pyrolysis-derived;Aromatic hydrocarbons, C20-28, polycyclic, mixed coal-tar pitch-polyethylene polypropylene pyrolysis-derived;All cosmetic products;0%
Aristolochic acid IV;Aristolochic acid IV;All cosmetic products;0%
Aristolochic acid II;Aristolochic acid II;All cosmetic products;0%
Aristolochic acid I;Aristolochic acid I;All cosmetic products;0%
Aristolochic acid;Aristolochic acid;All cosmetic products;0%
Aristolochia spp. and their preparations;Aristolochia spp. and their preparations;All cosmetic products;0%
Arecoline;Arecoline;All cosmetic products;0%
Apocynum cannabinum L. and its preparations;Apocynum cannabinum L. and its preparations;All cosmetic products;0%
Antimony and its compounds;Antimony and its compounds;All cosmetic products;0%
Antibiotics;Antibiotics;All cosmetic products;0%
Anti-androgens of steroidal structure;Anti-androgens of steroidal structure;All cosmetic products;0%
Anthraquinone;Anthraquinone;All cosmetic products;0%
Anthracene oil, anthracene-low;Anthracene oil, anthracene-low;All cosmetic products;0%
Anthracene oil, anthracene paste, distn. lights;Anthracene oil, anthracene paste, distn. lights;All cosmetic products;0%
Anthracene oil, anthracene paste, carbazole fraction;Anthracene oil, anthracene paste, carbazole fraction;All cosmetic products;0%
Anthracene oil, anthracene paste, anthracene fraction;Anthracene oil, anthracene paste, anthracene fraction;All cosmetic products;0%
Anthracene oil, anthracene paste;Anthracene oil, anthracene paste;All cosmetic products;0%
Anthracene oil;Anthracene oil;All cosmetic products;0%
Aniline;Aniline;All cosmetic products;0%
Androsta-1,4,9(11)-triene-3,17-dione;Androsta-1,4,9(11)-triene-3,17-dione;All cosmetic products;0%
Anamirta cocculus L. (fruit);Anamirta cocculus L. (fruit);All cosmetic products;0%
Amyl nitrites;Amyl nitrites;All cosmetic products;0%
Amyl 4-dimethylaminobenzoate, mixed isomers;Amyl 4-dimethylaminobenzoate, mixed isomers;All cosmetic products;0%
Ammonium salts of N-(3-carbamoyl-3,3-diphenylpropyl)-N,N-diisopropylmethyl;Ammonium salts of N-(3-carbamoyl-3,3-diphenylpropyl)-N,N-diisopropylmethyl;All cosmetic products;0%
Ammonium perfluorooctane sulfonate;Ammonium perfluorooctane sulfonate;All cosmetic products;0%
Ammonium pentadecafluorooctanoate;Ammonium pentadecafluorooctanoate;All cosmetic products;0%
Ammonium nonadecafluorodecanoate;Ammonium nonadecafluorodecanoate;All cosmetic products;0%
Ammi majus L. and its galenical preparations;Ammi majus L. and its galenical preparations;All cosmetic productsAll cosmetic products;0%
Amitrole;Amitrole;All cosmetic products;0%
Amitriptyline;Amitriptyline;All cosmetic products;0%
Amisulbrom (ISO);Amisulbrom (ISO);All cosmetic products;0%
Aminocaproic acid;Aminocaproic acid;All cosmetic products;0%
Ambenonium chloride;Ambenonium chloride;All cosmetic products;0%
Allyl isothiocyanate;Allyl isothiocyanate;All cosmetic products;0%
Allyl glycidyl ether;Allyl glycidyl ether;All cosmetic products;0%
allyl chloride;allyl chloride;All cosmetic products;0%
Alloclamide;Alloclamide;All cosmetic products;0%
All heterosides of Digitalis purpurea L.;All heterosides of Digitalis purpurea L.;All cosmetic products;0%
Alkyne alcohols, their esters, ethers and salts;Alkyne alcohols, their esters, ethers and salts;All cosmetic productsAll cosmetic products;0%
Alkanes, C4-5;Alkanes, C4-5;All cosmetic products;0%
Alkanes, C4-5;Alkanes, C4-5;All cosmetic products;0%
Alkanes, C3-4;Alkanes, C3-4;All cosmetic products;0%
Alkanes, C3-4;Alkanes, C3-4;All cosmetic products;0%
Alkanes, C2-3;Alkanes, C2-3;All cosmetic products;0%
Alkanes, C2-3;Alkanes, C2-3;All cosmetic products;0%
Alkanes, C12-26, branched and linear;Alkanes, C12-26, branched and linear;All cosmetic products;0%
Alkanes, C10-13, monochloro;Alkanes, C10-13, monochloro;All cosmetic products;0%
Alkanes, C1-4, C3-rich;Alkanes, C1-4, C3-rich;All cosmetic products;0%
Alkanes, C1-2;Alkanes, C1-2;All cosmetic products;0%
Alkanes, C1-2;Alkanes, C1-2;All cosmetic products;0%
Alkali salts of pentachlorophenol;Alkali salts of pentachlorophenol;All cosmetic products;0%
Alkali pentacyanonitrosylferrate (2-);Alkali pentacyanonitrosylferrate (2-);All cosmetic products;0%
Alkali metal salts of nitrocresols;Alkali metal salts of nitrocresols;All cosmetic products;0%
Aldrin (ISO);Aldrin (ISO);All cosmetic products;0%
Alachlor (ISO);Alachlor (ISO);All cosmetic products;0%
Aglucones of Strophanthins;Aglucones of Strophanthins;All cosmetic products;0%
Adonis vernalis L. and its preparations;Adonis vernalis L. and its preparations;All cosmetic productsAll cosmetic products;0%
Acrylonitrile;Acrylonitrile;All cosmetic products;0%
Acrylamide;Acrylamide;All cosmetic products;0%
Aconitum napellus L. (leaves, roots and galenical preparations);Aconitum napellus L. (leaves, roots and galenical preparations);All cosmetic products;0%
Aconitine (principal alkaloid of Aconitum napellus L.);Aconitine (principal alkaloid of Aconitum napellus L.);All cosmetic products;0%
Aclonifen (ISO);Aclonifen (ISO);All cosmetic products;0%
Acetonitrile;Acetonitrile;All cosmetic products;0%
Acetochlor (ISO);Acetochlor (ISO);All cosmetic products;0%
Acetamide;Acetamide;All cosmetic products;0%
Acetaldehyde;Acetaldehyde;All cosmetic products;0%
Acenocoumarol;Acenocoumarol;All cosmetic products;0%
Absorption oils, bicyclo arom. and heterocylic hydrocarbon fraction;Absorption oils, bicyclo arom. and heterocylic hydrocarbon fraction;All cosmetic products;0%
Abamectin (combination of avermectin B1a and avermectin B1b) (ISO);Abamectin (combination of avermectin B1a and avermectin B1b) (ISO);All cosmetic products;0%
A mixture of: reaction product of 4,4'-methylenebis[2-(4-hydroxybenzyl)-3,6-dimethylphenol] and 6-diazo-5,6-dihydro-5-oxo-naphthalenesulfonate (1:2) and reaction product of 4,4'-methylenebis[2-(4-hydroxybenzyl)-3,6-dimethylphenol] and 6-diazo-5,6-dihydro-5-oxonaphthalenesulfonate (1:3);"A mixture of: reaction product of 4,4&#39;-methylenebis[2-(4-hydroxybenzyl)-3,6-dimethylphenol] and 6-diazo-5,6-dihydro-5-oxo-naphthalenesulfonate (1:2) and reaction product of 4,4&#39;-methylenebis[2-(4-hydroxybenzyl)-3,6-dimethylphenol] and 6-diazo-5,6-dihydro-5-oxonaphthalenesulfonate (1:3)";All cosmetic products;0%
A mixture of: N-[3-Hydroxy-2-(2-methylacryloylaminomethoxy)propoxymethyl]-2-methylacrylamide and N-[2,3-bis-(2-Methylacryloylaminomethoxy)propoxymethyl]-2-methylacrylamide and methacrylamide and 2-methyl-N-(2-methylacryloylaminomethoxymethyl)-acrylamide and N-(2,3-dihydroxypropoxymethyl)-2-methylacrylamide;A mixture of: N-[3-Hydroxy-2-(2-methylacryloylaminomethoxy)propoxymethyl]-2-methylacrylamide and N-[2,3-bis-(2-Methylacryloylaminomethoxy)propoxymethyl]-2-methylacrylamide and methacrylamide and 2-methyl-N-(2-methylacryloylaminomethoxymethyl)-acrylamide and N-(2,3-dihydroxypropoxymethyl)-2-methylacrylamide;All cosmetic products;0%
A mixture of: disodium 4-(3-ethoxycarbonyl-4-(5-(3-ethoxycarbonyl-5-hydroxy-1-(4-sulfonatophenyl) pyrazol-4-yl)penta-2,4-dienylidene)-4,5-dihydro-5-oxopyrazol-1-yl)benzenesulfonate and trisodium 4-(3-ethoxycarbonyl-4-(5-(3-ethoxycarbonyl-5-oxido-1-(4-sulfonatophenyl)pyrazol-4-yl)penta-2,4-dienylidene)-4,5-dihydro-5-oxopyrazol-1-yl)benzenesulfonate;A mixture of: disodium 4-(3-ethoxycarbonyl-4-(5-(3-ethoxycarbonyl-5-hydroxy-1-(4-sulfonatophenyl) pyrazol-4-yl)penta-2,4-dienylidene)-4,5-dihydro-5-oxopyrazol-1-yl)benzenesulfonate and trisodium 4-(3-ethoxycarbonyl-4-(5-(3-ethoxycarbonyl-5-oxido-1-(4-sulfonatophenyl)pyrazol-4-yl)penta-2,4-dienylidene)-4,5-dihydro-5-oxopyrazol-1-yl)benzenesulfonate;All cosmetic products;0%
"A mixture of: 5-[(4-[(7-amino-1-hydroxy-3-sulfo-2-naphthyl)azo]-2,5-diethoxyphenyl)azo]-2-[(3-phosphonophenyl)azo]benzoic acid and 5-[(4-[(7-amino-1-hydroxy-3-sulfo-2-naphthyl)azo]-2,5-diethoxyphenyl)azo]-3-[(3-phosphonophenyl)azo]benzoic acid;Reaction mass of: triammonium 6-amino-3-((2,5-diethoxy-4-(3-phosphonophenyl)azo)phenyl)azo-4-hydroxy-2-naphthalenesulfonate, diammonium 3-((4-((7-amino-1-hydroxy-3-sulfo-naphthalen-2-yl)azo)-2,5-diethoxyphenyl)azo)benzoate";A mixture of: 5-[(4-[(7-amino-1-hydroxy-3-sulfo-2-naphthyl)azo]-2,5-diethoxyphenyl)azo]-2-[(3-phosphonophenyl)azo]benzoic acid and 5-[(4-[(7-amino-1-hydroxy-3-sulfo-2-naphthyl)azo]-2,5-diethoxyphenyl)azo]-3-[(3-phosphonophenyl)azo]benzoic acid;All cosmetic products;0%
"A mixture of: 5-[(4-[(7-amino-1-hydroxy-3-sulfo-2-naphthyl)azo]-2,5-diethoxyphenyl)azo]-2-[(3-phosphonophenyl)azo]benzoic acid and 5-[(4-[(7-amino-1-hydroxy-3-sulfo-2-naphthyl)azo]-2,5-diethoxyphenyl)azo]-3-[(3-phosphonophenyl)azo]benzoic acid;Reaction mass of: triammonium 6-amino-3-((2,5-diethoxy-4-(3-phosphonophenyl)azo)phenyl)azo-4-hydroxy-2-naphthalenesulfonate, diammonium 3-((4-((7-amino-1-hydroxy-3-sulfo-naphthalen-2-yl)azo)-2,5-diethoxyphenyl)azo)benzoate";Reaction mass of: triammonium 6-amino-3-((2,5-diethoxy-4-(3-phosphonophenyl)azo)phenyl)azo-4-hydroxy-2-naphthalenesulfonate, diammonium 3-((4-((7-amino-1-hydroxy-3-sulfo-naphthalen-2-yl)azo)-2,5-diethoxyphenyl)azo)benzoate;All cosmetic products;0%
A mixture of: 4-allyl-2,6-bis(2,3-epoxypropyl)phenol, 4-allyl-6-(3-(6-(3-(6-(3-(4-allyl-2,6-bis(2,3-epoxypropyl)-phenoxy) 2-hydroxypropyl)-4-allyl-2-(2,3-epoxypropyl)phenoxy)-2-hydroxypropyl)-4-allyl-2-(2,3-epoxypropyl)-phenoxy-2-hydroxypropyl-2-(2,3-epoxypropyl)phenol, 4-allyl-6-(3-(4-allyl-2,6-bis(2,3-epoxypropyl)phenoxy)-2-hydroxypropyl)-2-(2,3-epoxypropyl)phenoxy)phenol and 4-allyl-6-(3-(6-(3-(4-allyl-2,6-bis(2,3-epoxypropyl)-phenoxy)-2-hydroxypropyl)-4-allyl-2-(2,3-epoxypropyl)phenoxy) 2-hydroxypropyl)-2-(2,3-epoxypropyl)phenol;A mixture of: 4-allyl-2,6-bis(2,3-epoxypropyl)phenol, 4-allyl-6-(3-(6-(3-(6-(3-(4-allyl-2,6-bis(2,3-epoxypropyl)-phenoxy) 2-hydroxypropyl)-4-allyl-2-(2,3-epoxypropyl)phenoxy)-2-hydroxypropyl)-4-allyl-2-(2,3-epoxypropyl)-phenoxy-2-hydroxypropyl-2-(2,3-epoxypropyl)phenol, 4-allyl-6-(3-(4-allyl-2,6-bis(2,3-epoxypropyl)phenoxy)-2-hydroxypropyl)-2-(2,3-epoxypropyl)phenoxy)phenol and 4-allyl-6-(3-(6-(3-(4-allyl-2,6-bis(2,3-epoxypropyl)-phenoxy)-2-hydroxypropyl)-4-allyl-2-(2,3-epoxypropyl)phenoxy) 2-hydroxypropyl)-2-(2,3-epoxypropyl)phenol;All cosmetic products;0%
A mixture of: 4-[[bis-(4-Fluorophenyl)methylsilyl]methyl]-4H-1,2,4-triazole and 1-[[bis-(4-fluorophenyl)methylsilyl]methyl]-1H-1,2,4-triazole;A mixture of: 4-[[bis-(4-Fluorophenyl)methylsilyl]methyl]-4H-1,2,4-triazole and 1-[[bis-(4-fluorophenyl)methylsilyl]methyl]-1H-1,2,4-triazole;All cosmetic products;0%
A mixture of: 1,3,5-tris(3-aminomethylphenyl)-1,3,5-(1H,3H,5H)-triazine-2,4,6-trione and a mixture of oligomers of 3,5-bis(3-aminomethylphenyl)-1-poly [3,5-bis(3-aminomethylphenyl)-2,4,6-trioxo-1,3,5-(1H,3H,5H)-triazin-1-yl]-1,3,5-(1H,3H,5H)-triazine-2,4,6-trione;A mixture of: 1,3,5-tris(3-aminomethylphenyl)-1,3,5-(1H,3H,5H)-triazine-2,4,6-trione and a mixture of oligomers of 3,5-bis(3-aminomethylphenyl)-1-poly [3,5-bis(3-aminomethylphenyl)-2,4,6-trioxo-1,3,5-(1H,3H,5H)-triazin-1-yl]-1,3,5-(1H,3H,5H)-triazine-2,4,6-trione;All cosmetic products;0%
A 2:1 mixture of: 4-(7-hydroxy-2,4,4-trimethyl-2-chromanyl)resorcinol-4-yl-tris (6-diazo-5,6-dihydro-5-oxonaphthalen-1-sulfonate) and 4-(7-hydroxy-2,4,4-trimethyl-2-chromanyl)resorcinolbis (6-diazo-5,6-dihydro-5-oxonaphthalen-1-sulfonate);A 2:1 mixture of: 4-(7-hydroxy-2,4,4-trimethyl-2-chromanyl)resorcinol-4-yl-tris (6-diazo-5,6-dihydro-5-oxonaphthalen-1-sulfonate) and 4-(7-hydroxy-2,4,4-trimethyl-2-chromanyl)resorcinolbis (6-diazo-5,6-dihydro-5-oxonaphthalen-1-sulfonate);All cosmetic products;0%
[[1,1'-Biphenyl]-4,4'-diyl]diammonium sulphate;"[[1,1&#39;-Biphenyl]-4,4&#39;-diyl]diammonium sulphate";All cosmetic products;0%
[3,3'-Dimethyl[1,1'-biphenyl]-4,4'-diyl]diammonium bis(hydrogen sulphate);"[3,3&#39;-Dimethyl[1,1&#39;-biphenyl]-4,4&#39;-diyl]diammonium bis(hydrogen sulphate)";All cosmetic products;0%
[(Tolyloxy)methyl]oxirane;[(Tolyloxy)methyl]oxirane;All cosmetic products;0%
[(p-Tolyloxy)methyl]oxirane;[(p-Tolyloxy)methyl]oxirane;All cosmetic products;0%
[(m-Tolyloxy)methyl]oxirane;[(m-Tolyloxy)methyl]oxirane;All cosmetic products;0%
9-Vinylcarbazole;9-Vinylcarbazole;All cosmetic products;0%
9-(3-Methylbut-2-enyloxy)furo[3,2-g]chromen-7-one;9-(3-Methylbut-2-enyloxy)furo[3,2-g]chromen-7-one;All cosmetic products;0%
7-Methoxy-6-(3-morpholin-4-yl-propoxy)-3H-quinazolin-4-one;7-Methoxy-6-(3-morpholin-4-yl-propoxy)-3H-quinazolin-4-one;All cosmetic products;0%
7-[2-Hydroxy-3-(2-hydroxyethyl-N-methylamino)propyl]theophylline;7-[2-Hydroxy-3-(2-hydroxyethyl-N-methylamino)propyl]theophylline;All cosmetic products;0%
6-Nitro-o-Toluidine;6-Nitro-o-Toluidine;All cosmetic products;0%
6-Methoxy-m-toluidine;6-Methoxy-m-toluidine;All cosmetic products;0%
6-Hydroxy-1-(3-Isopropoxypropyl)-4-methyl-2-oxo-5-[4-(phenylazo) phenylazo]-1,2-dihydro-3-pyridinecarbonitrile;6-Hydroxy-1-(3-Isopropoxypropyl)-4-methyl-2-oxo-5-[4-(phenylazo) phenylazo]-1,2-dihydro-3-pyridinecarbonitrile;All cosmetic products;0%
6-Glycidyloxynapht-1-yl oxymethyloxirane;6-Glycidyloxynapht-1-yl oxymethyloxirane;All cosmetic products;0%
6-(2-Chloroethyl)-6-(2-methoxyethoxy)-2,5,7,10-tetraoxa-6-silaundecane;6-(2-Chloroethyl)-6-(2-methoxyethoxy)-2,5,7,10-tetraoxa-6-silaundecane;All cosmetic products;0%
6,6'-Bis(diazo-5,5',6,6'-tetrahydro-5,5'-dioxo)[methylene-bis(5-(6-diazo-5,6-dihydro-5-oxo-1-naphthylsulphonyloxy)-6-methyl-2-phenylene]di(naphthalene-1-sulfonate);"6,6&#39;-Bis(diazo-5,5&#39;,6,6&#39;-tetrahydro-5,5&#39;-dioxo)[methylene-bis(5-(6-diazo-5,6-dihydro-5-oxo-1-naphthylsulphonyloxy)-6-methyl-2-phenylene]di(naphthalene-1-sulfonate)";All cosmetic products;0%
5-tert-Butyl-1,2,3-trimethyl-4,6-dinitrobenzene;5-tert-Butyl-1,2,3-trimethyl-4,6-dinitrobenzene;All cosmetic products;0%
5-Nitroacenaphthene;5-Nitroacenaphthene;All cosmetic products;0%
5-Nitro-o-toluidine hydrochloride;5-Nitro-o-toluidine hydrochloride;All cosmetic products;0%
5-Nitro-o-toluidine;5-Nitro-o-toluidine;All cosmetic products;0%
5-Ethoxy-3-trichloromethyl-1,2,4-thiadiazole;5-Ethoxy-3-trichloromethyl-1,2,4-thiadiazole;All cosmetic products;0%
5-Chloro-1,3-dihydro-2H-indol-2-one;5-Chloro-1,3-dihydro-2H-indol-2-one;All cosmetic products;0%
5-(α,β-Dibromophenethyl)-5-methylhydantoin;5-(α,β-Dibromophenethyl)-5-methylhydantoin;All cosmetic products;0%
5-(3-Butyryl-2,4,6-trimethylphenyl)-2-[1-(ethoxyimino)propyl]-3-hydroxycyclohex-2-en-1-one;5-(3-Butyryl-2,4,6-trimethylphenyl)-2-[1-(ethoxyimino)propyl]-3-hydroxycyclohex-2-en-1-one;All cosmetic products;0%
5-(2,4-Dioxo-1,2,3,4-tetrahydropyrimidine)-3-fluoro-2-hydroxymethyltetrahydrofuran;5-(2,4-Dioxo-1,2,3,4-tetrahydropyrimidine)-3-fluoro-2-hydroxymethyltetrahydrofuran;All cosmetic products;0%
5,6,12,13-Tetrachloroanthra(2,1,9-def:6,5,10-d'e'f)diisoquinoline-1,3,8,10(2H,9H)-tetrone;"5,6,12,13-Tetrachloroanthra(2,1,9-def:6,5,10-d&#39;e&#39;f)diisoquinoline-1,3,8,10(2H,9H)-tetrone";All cosmetic products;0%
5,5'-Di-isopropyl-2,2'-dimethylbiphenyl-4,4'-diyl dihypoiodite;"5,5&#39;-Di-isopropyl-2,2&#39;-dimethylbiphenyl-4,4&#39;-diyl dihypoiodite";All cosmetic products;0%
4-Vinylcyclohexene;4-Vinylcyclohexene;All cosmetic products;0%
4-tert-Butylpyrocatechol;4-tert-Butylpyrocatechol;All cosmetic products;0%
4-tert-Butylphenol;4-tert-Butylphenol;All cosmetic products;0%
4-tert-Butylbenzoic acid;4-tert-Butylbenzoic acid;All cosmetic products;0%
4-tert-Butyl-3-methoxy-2,6-dinitrotoluene;4-tert-Butyl-3-methoxy-2,6-dinitrotoluene;All cosmetic products;0%
4-Phenylbut-3-en-2-one;4-Phenylbut-3-en-2-one;All cosmetic products;0%
4-Phenylazophenylene-1,3-diamine citrate hydrochloride;4-Phenylazophenylene-1,3-diamine citrate hydrochloride;All cosmetic products;0%
4-o-Tolylazo-o-toluidine;4-o-Tolylazo-o-toluidine;All cosmetic products;0%
4-Nonylphenol, branched;4-Nonylphenol, branched;All cosmetic products;0%
4-Nitrosophenol;4-Nitrosophenol;All cosmetic products;0%
4-Nitrobiphenyl;4-Nitrobiphenyl;All cosmetic products;0%
4-Methyl-m-phenylenediamine;4-Methyl-m-phenylenediamine;All cosmetic products;0%
4-Methyl-m-phenylene diisocyanate;4-Methyl-m-phenylene diisocyanate;All cosmetic products;0%
4-Mesyl-2-nitrotoluene;4-Mesyl-2-nitrotoluene;All cosmetic products;0%
4-ethoxyphenol;4-ethoxyphenol;All cosmetic products;0%
4-Ethoxy-m-phenylenediamine;4-Ethoxy-m-phenylenediamine;All cosmetic products;0%
4-Benzyloxyphenol;4-Benzyloxyphenol;All cosmetic products;0%
4-Aminosalicylic acid;4-Aminosalicylic acid;All cosmetic products;0%
4-Aminobenzoic acid;4-Aminobenzoic acid;All cosmetic products;0%
4-Aminoazobenzene;4-Aminoazobenzene;All cosmetic products;0%
4-Amino-3-fluorophenol;4-Amino-3-fluorophenol;All cosmetic products;0%
4-Amino-2-nitrophenol;4-Amino-2-nitrophenol;All cosmetic products;0%
4-[4-(1,3-Dihydroxyprop-2-yl)phenylamino]-1,8-dihydroxy-5-nitroanthraquinone;4-[4-(1,3-Dihydroxyprop-2-yl)phenylamino]-1,8-dihydroxy-5-nitroanthraquinone;All cosmetic products;0%
